filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
ugh-heavy-,0.309277296,0.026975576,1803.12302,1610.208629,3418.994141,0.121453179,-356.8205566,101.5689392,-28.54382324,-0.295160919,-14.51576519,6.351990223,-12.79772282,-4.68641901,-7.408648014,-10.77292252,-3.327215195,-4.710785389,10.76302052,0.748671234,-5.107099533,-3.581698895,-5.185194016,-4.730515003,-13.08050728,-6.199188232,-5.901260853,-7.684823036,-8.446260452,-7.891177177,-7.043723583,-4.228171825,-4.899172783,-7.051250935,-1.577298522,-3.272258282,-5.604125023,-0.87263149,-2.746541023,-2.712410212,-0.976623893,-3.771159887,-1.086539268,-0.089016251,-0.527895033,-0.580574453,covid
ugh-shallo,0.369727582,0.090256184,2073.045599,1921.397976,4125.10376,0.121889468,-303.7221069,66.26728821,-13.15584087,15.72239876,-23.56047249,18.570467,-14.98237705,-8.279063225,-20.25798416,-19.11388206,-24.96105957,-15.45806503,1.798758507,-11.55113602,-5.52994442,-7.417243004,-15.62563515,-8.805659294,-4.092432976,-11.24335384,-11.63992691,0.517219901,-9.736563683,3.120419502,-0.394527882,2.297544003,-1.267980337,-3.170922756,2.067502499,-3.832793713,0.505354643,-6.824887276,4.203900814,0.254520386,5.737157822,1.695844889,4.950519085,0.799882412,2.517408848,2.036635876,covid
s-0421-092,0.334862024,0.02582543,2378.157877,1837.929976,4174.002075,0.195543077,-461.9284668,64.60335541,0.100224249,10.27095985,-8.108021736,7.461580753,-25.43368912,-9.207993507,-11.28066254,-8.241454124,1.316127062,-14.06941605,-5.957350731,-7.455938816,-1.690422297,-8.017926216,-4.834618092,0.496749818,-2.270895004,-2.657448053,-3.507563829,-3.041595221,-7.11754179,0.378345907,-6.037945271,-4.843288422,-0.072052002,-4.486474514,-0.805390537,-2.826073647,-1.427682042,-0.055358928,-0.122213364,-0.627334714,-1.277318478,-2.629452229,-1.17655623,0.113228321,-1.660604596,0.627839386,covid
s-0422-096,0.362191647,0.077937983,2266.94546,1764.567442,4113.24056,0.175281666,-320.3189392,73.55955505,-29.05811691,26.31648254,-26.06049347,6.51392746,-23.56557465,-6.290836811,-10.19919395,-7.428457737,-6.312978268,-10.21731377,1.260500193,-11.59835434,-1.837203383,-9.892962456,-4.77588892,-3.061489582,3.398158789,-7.010863304,-7.620334148,1.518347263,-9.069127083,-0.975562334,-6.726946831,-3.254844427,-3.326867342,-2.645246744,-2.604496717,-2.460366964,0.274050772,-4.046988487,0.737831891,-1.540225387,1.129249692,-1.310073256,-2.626800776,-3.132646799,-2.374010324,0.741564333,covid
s-0421-094,0.400665045,0.065813228,2385.203326,1833.001714,4335.949707,0.180729619,-292.0627136,69.57894897,-33.95558548,40.20352173,-23.11061859,0.089369491,-28.70979881,-5.161098957,-15.54339027,2.438821793,-6.795052528,-13.55015945,5.618543625,-14.89660454,3.154035568,-12.3149662,-9.061207771,-2.145398855,-3.88923955,-10.10547543,-0.853634,-0.852532208,-11.48362923,0.026151339,-9.283781052,-3.429197311,-2.717806578,-1.813360691,-3.867986679,-1.669282675,0.051142763,-4.285761356,1.03446269,-2.12614727,-1.52338469,-4.536326885,-0.825881958,-1.284942865,-1.441880226,-0.090623222,covid
ugh-shallo,0.351491213,0.027681923,1715.378638,1905.517974,3689.530535,0.125993236,-463.2567749,47.23523712,-1.711265326,2.327963114,6.720355511,0.885247409,-5.081975937,-1.573733687,-1.582770824,-2.951839447,-1.081362963,-2.645979404,-3.131515503,-3.246185541,-3.801575899,-3.977428198,-2.44550252,-3.138111591,-4.214175701,-3.232359886,-3.839523077,-3.527104378,-2.825115919,-2.998952627,-3.125240326,-2.510492086,-1.689325213,-1.418967366,-0.83350575,-0.279395521,0.056989964,0.735423028,0.237151057,-0.767375231,-0.008638849,0.097588457,-0.629181802,-0.252905726,0.723258853,0.68576622,covid
s-0421-086,0.423390657,0.045958377,1953.875884,1841.229434,4010.060628,0.118139196,-400.5546875,82.68526459,-15.98118782,17.27403069,-26.55391884,1.399505854,-22.01638031,-1.597814441,-13.18799877,-9.483166695,1.16394639,-4.737539291,1.405924678,-10.23389816,-2.003166199,-9.886787415,-3.189831257,-5.250478268,-4.051860332,-2.482948303,-5.952578545,-2.308249235,-6.593335152,-1.223343492,-5.293838978,-5.438106537,-4.240098,-3.330216646,-3.266250134,-1.973991632,-2.525427103,-3.943994045,-2.11492753,-4.573736191,-1.820851684,-3.610580921,-2.26024437,-0.611754358,-1.135770321,0.267331153,covid
s-0421-087,0.459671825,0.027777113,1909.696753,1886.206615,3996.402995,0.113618074,-450.2633057,61.5644989,-5.516103745,16.89570427,-9.314869881,0.212026775,-10.68412399,-7.696957588,-3.935188055,-1.963632107,-4.859331131,-9.54076004,-3.965773344,-7.999576569,-4.897375107,-7.969945908,-8.215625763,-4.836800575,-1.229676962,-5.726961613,-6.58928299,-0.716010749,-2.889611244,-2.83268857,-3.043901205,-1.032007098,-3.348690271,-1.521871209,-1.10674274,-4.447252274,-2.356860399,-1.923672199,-2.183108807,-3.456446648,-1.821743727,-1.836562037,-0.815235436,-0.399299502,-0.529712856,0.65635407,covid
ugh-heavy-,0.617521763,0.0047672,2434.453569,2470.180196,5392.272949,0.137084961,-361.2188721,96.15544891,-13.51267338,11.62254238,-14.03256226,21.03529549,-19.33926392,-7.518304825,-3.589023829,-8.409998894,-5.117887974,-6.764609814,-14.46319485,-2.047960043,-8.324816704,1.760439754,-10.19937515,2.041678905,-11.89374256,-4.198473454,-7.065169811,-5.53371191,-8.114337921,-4.031108379,-6.027102947,-4.024101257,-5.024198055,-1.401968479,-7.421611786,-1.538923264,-5.356935978,2.696646929,-2.521915674,-0.032978058,-5.350302219,0.335703224,-4.037714481,1.305869937,-1.332936168,0.813595116,covid
ugh-shallo,0.463166445,0.023960546,2756.662871,1939.62196,4879.091724,0.312410117,-455.4429932,38.41777039,-61.26556778,31.33931923,-10.23731899,22.30879021,2.782356024,4.255664825,-7.925517559,-4.528625965,0.426092118,-13.79768276,2.936985493,-13.48420525,-6.86362505,-7.767502308,-10.15608406,-6.123400211,-1.63057816,-1.275078416,-6.390058994,3.246438026,-1.865334153,-1.017161846,-1.860348701,-2.311898947,-2.692546368,-1.951933146,0.226600707,-3.085097551,-0.158408061,-1.623963952,1.870453954,0.529410005,-0.170244128,0.358662516,-2.029905558,1.710638046,-0.180275232,0.25531131,covid
ugh-heavy-,0.411223084,0.062716424,2583.166934,2139.571025,4960.213216,0.195427789,-341.6690063,48.31515121,-20.56740761,18.05030251,-16.14284706,26.60390663,-12.09328651,-15.43526649,-22.6359539,-10.5868082,-14.6421566,-13.20374107,-4.272642612,-12.16137028,-5.901211739,-9.495268822,-5.752598286,-12.5530777,-14.74346066,-5.856838703,-14.83526802,-2.003656626,-9.170024872,-8.287941933,-4.490869999,-0.106134415,1.639780402,-2.776977777,-2.101426363,-2.128056049,1.911646724,-3.126147747,1.011977911,2.321200848,6.854999542,0.107692063,7.632982731,3.534272909,0.966945946,3.617649794,covid
ugh-shallo,0.363964438,0.065670423,1912.841678,1714.528655,3665.354919,0.125320435,-290.7295837,99.88436127,-21.74925232,10.12537766,-10.96287632,18.95010185,-17.0470295,-6.993889332,-12.32404709,-5.461853027,0.296642631,-10.39994049,2.882431746,-4.604338646,-1.949505329,-0.533755958,-8.028723717,-4.032121658,-8.291358948,-1.925892472,-11.98705578,-16.62205315,-10.03377628,-4.567932129,-11.95217609,-5.920425415,-3.291020632,-3.329234838,0.171045959,-3.803959846,-2.938929796,-1.823115826,-2.627491951,-1.832371354,-0.54846251,-2.629971266,1.88601172,-1.294523597,-2.567127228,-1.45501411,covid
s-0421-093,0.409738839,0.028128421,2175.508176,1985.340537,4341.133626,0.141063549,-440.5820313,40.79979706,-6.74805069,19.95234871,-22.17736816,-3.095907927,-9.884745598,-5.134473324,-8.026629448,-7.554244995,-6.416486263,-5.00158453,1.367462754,-5.801293373,-1.168254256,-7.31183672,-4.430621624,-4.765462399,-6.004795551,-3.816396713,-3.004657984,-1.853093147,-4.001389503,-1.858756423,-0.989746153,-0.642406821,-2.751965523,0.678057909,-2.229375124,-0.975257754,0.371296763,-1.848327398,1.615866542,-1.539568305,-1.081343174,-1.560904026,-1.125510931,-1.239643574,-1.002120495,-0.430523634,covid
Zav58HEOw_,0.512198865,0.032608017,3509.489791,2784.724601,6721.549479,0.248092086,-380.5923767,43.96115112,-21.00277138,-13.53126717,-14.66915798,-6.307584286,-9.054981232,-25.73493385,-7.942781448,-10.28315353,-14.05412197,-9.932127953,-10.17910671,-6.426995754,-7.963433743,1.759291053,-4.024677753,-0.621166289,0.452050209,2.733161688,0.399390191,1.025435805,6.846307755,0.307317674,-2.82242322,2.377202749,-3.749477625,-0.271046788,0.090508252,-2.855156898,2.261773825,-0.602093399,-0.063858546,1.303945184,3.165988207,0.402820975,2.016892433,1.149392605,0.855656922,0.59403199,not_covid
dd8ysxJ5c_,0.34829697,0.039313007,1526.359728,1282.259523,2386.895752,0.095377604,-304.4047241,133.2972565,-70.99810028,-9.579422951,-17.73236275,-5.905378342,-35.41452789,-8.076849937,-17.41110611,-12.78217411,3.246626377,-14.75041676,3.458026409,4.25097084,-3.975894213,-1.914072514,0.892813981,-13.62358952,-0.127162158,0.44558391,-12.20599842,5.111680984,-1.431169868,-7.2245121,5.983712673,-1.179894805,-3.876631021,6.714754581,-3.946729898,0.253203511,2.387532473,-4.609901905,2.005731106,1.435115695,-2.818941116,0.719584405,2.772845984,-1.99005568,4.042332172,0.219748676,not_covid
2vmOibWF4_,0.458157897,0.124863856,2760.735927,2606.791027,5586.47054,0.118552879,-193.1815491,54.29738235,-7.362637997,13.54184818,8.729895592,6.05327177,-3.725232124,4.111278534,-5.673363209,6.118657589,2.563511848,2.342387915,1.367313147,7.12776804,0.08858566,5.122900009,1.993227124,2.34092927,-2.875513792,2.829341173,3.233330965,3.451928377,1.773911834,2.938685894,1.803598523,4.376507282,3.048737049,1.571731329,0.625075161,4.332597733,0.338656425,2.021167517,1.110712528,0.032317832,-1.76921916,1.49542439,1.692909122,1.765892625,2.407851696,3.4150877,not_covid
anE09iAA4_,0.475579202,0.002552317,3668.663865,3029.887167,7403.035482,0.327071578,-457.4445496,53.76470184,2.954139471,13.52278614,1.005381107,16.29602242,-8.133190155,3.595787048,-4.910079002,6.905350685,-5.800283909,3.4742589,-7.976379395,1.67626524,-9.405162811,4.994161129,-4.478343964,-5.791959286,1.031919122,-3.146394014,-4.208646774,-3.78649044,0.688509643,-7.004133224,1.797332525,-1.37066555,-6.071420193,-2.994343758,-8.873646736,-6.334466934,-2.694516182,4.802197933,-5.187575817,-0.087590307,-7.144509792,0.282865494,-8.444087982,2.650870323,-5.416184425,0.268370837,not_covid
zeMToBrRE_,0.429178685,0.10044121,2054.374385,2254.695326,4537.075806,0.109607838,-185.7207947,117.2925491,-5.195735455,-0.648980618,-19.37630653,10.55703354,-17.69851303,9.12989521,-12.73590279,14.2446022,-12.84227657,1.604460597,0.159565389,8.234793663,-2.389765739,-1.096943617,10.45713615,2.623342991,4.826277733,1.299756527,-0.897908151,-6.366605282,-3.229505301,0.579153061,-3.204487801,-2.71431303,-0.484065175,-1.938543916,-3.132277966,-1.881854773,-2.921237469,-0.882469058,0.681638837,0.967068017,-2.510842323,1.68360734,-1.111742735,-2.846575022,-0.473927855,-1.242331743,not_covid
bcaCBA0pI_,0.274164885,0.166365236,1956.219585,1874.866297,3531.445313,0.104763455,-202.1298523,81.03450775,-57.60246277,-26.70276642,-29.78615952,-12.45351124,-32.7472496,-11.21117687,6.495368481,-10.49577427,-18.5598526,1.788004875,-6.163510799,-2.097646713,-10.94404888,-7.055096626,-9.659547806,-3.695300341,6.132784843,14.15843391,3.606807232,5.550046444,2.323506832,-6.503017902,-4.390716076,1.591467977,2.082903862,0.5416857,-3.192184687,-4.329806805,0.725612521,5.024445057,-0.932929456,-2.173443079,-2.867748976,0.99334234,4.073428631,2.306132555,1.702609062,7.430726051,not_covid
HYRau6Prs_,0.525689065,0.007716475,3233.052293,2889.719966,6784.254964,0.193895128,-419.2050781,66.34024811,-4.05352211,-9.764458656,-12.32353973,-1.048404455,-11.01981449,-24.39359093,-11.22245026,7.938505173,-21.89598083,1.973421216,5.822959423,-14.370368,-2.093635798,-4.683834076,-2.50903821,-6.831876278,-6.762605667,1.770267487,-12.09454346,4.368607521,-4.008090019,2.358877897,-3.711083889,4.014421463,-3.256818056,1.764252663,-3.09654808,2.406857014,-4.931783199,-0.387890697,-1.829541206,-2.31058073,-0.756537259,-4.406196117,-0.699466705,-3.02137351,-0.820422292,-1.284381986,not_covid
U7joUcTCo_,0.464027971,0.04348895,2454.187267,1973.008894,4241.293335,0.163915564,-234.90448,79.55067444,-53.64713669,22.16708946,10.99892712,5.229691029,-25.47039986,13.11908531,-16.96360207,22.39369011,6.221455097,3.16972518,4.551381588,11.31572151,-5.284244061,-0.206850648,-3.723550558,5.984891415,-2.299465418,-0.146718487,0.511362016,5.139626026,-6.026276112,0.117569886,-1.195220709,-2.577688694,-3.492076159,4.121765137,-3.852508783,2.048519611,-0.224602357,0.006163526,-1.712261677,0.402298957,-1.820207238,-0.877756238,0.088626899,1.298879862,-1.24719286,-0.726389587,not_covid
bTE2bPuyw_,0.488903373,0.003103614,2446.901246,2840.787283,5940.721639,0.066064905,-496.1286926,81.61753082,17.58350945,15.76742935,-8.162028313,13.40291309,-11.68777466,0.882455468,5.831654072,10.64382362,5.419490814,1.959716082,-7.78670454,3.752501011,0.064954333,-3.609205961,-0.869561076,3.555005074,-2.374847889,-6.280956745,-0.353219628,-5.35969162,0.566809177,0.079815105,-5.797143936,-4.076982498,-3.830717325,-8.797888756,-7.296106339,-5.469229221,-2.684762478,6.777988911,-7.031838417,-0.037710764,-8.929644585,-7.74422884,-6.831134796,-10.32202816,0.472281426,-2.966443062,not_covid
u4jJkffMw_,0.308861583,0.142870933,2194.446152,2214.090026,4194.139608,0.11831326,-228.1712646,76.31012726,7.804168701,32.22862244,-6.938716412,-8.786756516,-14.37849522,-8.04855442,-4.443941593,0.219740555,-10.64119911,-3.940830946,-8.908614159,-6.247620583,-14.33883095,-3.95990181,-7.25457716,-3.451487541,-1.238988638,-2.266530275,-2.977933884,-3.176920891,-6.794345379,-4.576655865,-7.010262012,-4.122696877,-5.165584087,-3.220034599,-2.917359591,0.124539696,-2.143283129,-0.953218937,-0.771596014,0.979584098,-0.702199638,1.449744344,0.451595515,0.211813748,-0.742411315,0.039065819,not_covid
Jtuj9EuMg_,0.411364883,0.079978637,2136.841087,2373.170802,4689.004517,0.090790925,-250.9415131,97.70386505,-0.071325235,21.09972763,-3.816889763,5.16159296,-1.990683913,-0.086048268,0.37685436,2.622756481,-3.272058487,10.31726933,1.62842989,8.851666451,2.193189859,-4.499552727,-2.614348173,-4.577003002,-7.538967133,0.176355287,-2.102512836,2.534588575,-2.778296947,-3.489827156,-1.622941852,3.207697868,2.417646646,8.300209045,7.921737194,6.627698898,-0.378706038,-0.675526202,0.914509058,1.834600925,-0.225639537,0.466531157,-3.670119762,-0.551658332,-0.825295508,0.92656213,not_covid
eXIY8V1-E_,0.434177548,0.014230295,2358.208517,2759.825235,5648.228963,0.088315611,-356.162262,95.73053741,15.42177677,13.0057354,7.789378643,2.05471158,-6.431009769,7.327680588,-2.350342035,4.957019329,-10.23612785,0.578187823,-5.193078518,0.930666506,-4.965286732,0.422140628,-5.249933243,-1.574184895,-0.652959764,1.319120646,-1.332067728,-4.143902302,0.131186455,-1.730680943,-4.324307919,0.970078945,-3.111214876,-0.895071149,-1.125239849,-0.347781003,-1.749592543,-1.387265563,-3.082500935,0.399250388,-2.046641827,-0.93282634,-1.145741224,-1.357326508,-4.579282284,-2.491183519,not_covid
_5kbw2Mcw_,0.428970486,0.187262475,1524.040531,989.8332164,2479.907227,0.122563115,-156.6860504,156.3040314,-89.40658569,-7.8060112,13.55233002,-32.60574722,-24.8714447,-6.939074516,-24.24305153,-4.7115345,-1.1698668,-13.05232525,3.85118556,-6.640302658,-14.33138275,2.122617722,-5.000946999,-14.08956528,-0.362563252,-0.691725969,-11.03953743,1.73716116,-5.184994221,-6.046048641,0.534667671,-3.32864809,-5.190502167,3.168673515,-2.678275108,-4.193003178,4.546705246,-2.422781229,-3.127348185,2.741761446,-1.619677067,-2.73333621,3.005148888,-0.82875663,-1.822213531,1.756560326,not_covid
WKVY0n8aE_,0.442778468,0.056437451,4758.135833,2732.200131,7728.525798,0.342737269,-171.5759583,3.534905434,6.641980171,12.74065781,-5.926914692,1.558844686,-22.32530022,8.836057663,-10.69481564,-3.053358793,-10.05277824,-0.612845898,-4.636991501,-7.177852154,-0.415460438,2.613241434,-4.852502346,0.048553254,-4.772405624,-4.60379982,-4.791194439,-1.693308711,-4.992438316,-1.776650906,-1.55023706,-0.407285631,-2.262485981,-0.647024512,-3.19063592,-0.741323948,-2.507282972,-0.979652047,-1.6901474,1.253022909,-0.391913652,-1.20251739,-1.628852606,-0.142892137,-2.1016078,-1.561352491,not_covid
YKlnmoDjs_,0.547267139,0.032380503,2612.256186,2760.51917,5789.640299,0.110175239,-354.5122986,64.30206299,3.013714314,10.37914562,0.075824879,4.487957954,1.14199698,5.855417252,-5.41896677,0.760028958,2.93363452,0.877454281,-1.544650316,-0.679430366,-0.763572276,1.645066977,-1.781283736,0.559741914,-1.050913453,-0.355683833,-0.472226888,0.686136305,-2.196021795,3.762945652,-1.254036784,1.409245372,1.111368537,2.068214893,0.865047038,2.927963257,0.789793313,-0.010345194,2.165328741,0.36721015,0.563135207,0.368416965,-1.344563961,1.403040528,0.28474924,2.293401003,not_covid
jXY9cHCxA_,0.571199894,0.022513296,1232.49859,1179.593918,2502.18811,0.077067057,-387.5211182,93.14995575,-1.404616714,15.40966129,16.68875504,-13.41231251,-5.839638233,4.117827415,-1.007465959,1.126205087,0.040377583,1.386620998,5.610618114,-1.610420704,-3.236291409,4.165085316,3.088992119,3.301064968,6.552882671,2.185101032,0.92399025,4.339558601,0.949314356,-1.255387783,2.25751543,1.590490222,-0.990207553,0.841361701,1.548681378,0.03374071,0.381356627,0.009036029,-1.261448383,-0.055772707,0.318663239,-1.046807885,-0.432474136,0.407355279,0.037091009,-0.279050708,not_covid
3sxdtbFas_,0.469756812,0.039109398,3281.025756,2693.061051,6281.913249,0.192344383,-325.8786926,48.86345673,-25.69501495,2.885147095,-16.94680405,-12.03721523,-15.28961658,-19.87655067,-6.021713734,-8.1748209,-12.13391113,-2.784968615,-4.582729816,-5.241445065,-8.406720161,-2.569589138,-5.049071312,-6.77669096,-7.10817337,-4.704679012,-4.76844883,-1.467070937,-3.046824455,-6.073241234,-4.313463211,-5.067015648,-3.708692789,-2.636851549,-5.753603935,-2.088615656,-3.177459478,-1.90910089,-0.522108495,-1.556325316,-1.492741585,-0.314216018,-0.614193857,1.193305731,-1.364006519,0.574157834,not_covid
fcXBTcmqU_,0.670417905,0.020245846,1389.674637,1237.041005,2947.00826,0.082051595,-340.3615723,149.0190125,-51.05485916,32.67561722,24.89003181,-18.58034706,24.42075348,6.326106548,-5.671356201,18.44390869,-3.880997896,-3.694062948,8.235624313,-8.894458771,-1.404212356,3.843927383,-6.937236786,1.522522569,1.244828105,-3.324413061,3.156445026,-0.722618639,-1.339536905,3.219021797,-0.931721151,0.175250754,1.722272277,-0.93173629,1.117438436,1.072221041,-0.127982348,0.93457979,-0.343095452,0.108951218,0.153247848,-1.24824667,-0.385823935,-0.821521521,-0.527377844,1.109352589,not_covid
4GZ6p6nCY_,0.320342183,0.147329643,2142.750787,1969.371745,4559.406535,0.113880299,-114.3811874,109.4351273,-42.72577667,36.14263153,-32.86989212,27.51580048,-23.31252289,11.50167084,-18.30365181,1.524811625,-3.077857018,-8.067891121,-2.686893225,-11.05760098,6.515967846,-4.268425941,11.69841671,1.426181316,7.157042503,-1.782540798,3.596486807,0.23089458,0.024870602,2.415588379,-2.376421213,4.999995708,-1.283742547,1.111199141,-4.138098717,3.746429205,0.066864155,3.759076834,2.499783754,1.639230371,1.423120141,0.129876882,0.347376496,-2.762885571,2.265921354,-0.815209687,not_covid
